Wilaya,Product,Production(qx),SizeofLandUsed(ha),Season,Price(da/qx),Consumption
SETIF,FavaBeans,0,0,Summer,2464,675348
SETIF,Pigeonpeas,0,0,Fall,5873,261103
SETIF,Pigeonpeas,0,0,Spring,3002,551539
SETIF,Pigeonpeas,0,0,Winter,1252,956433
SETIF,Pigeonpeas,0,0,Summer,4669,413650
SETIF,Lentils,5127,389,Fall,5043,636382
SETIF,Lentils,5127,389,Spring,1378,635654
SETIF,Lentils,5127,389,Winter,1603,224111
SETIF,Lentils,0,389,Summer,5419,659505
SAIDA,FavaBeans,0,0,Fall,2108,209542
SAIDA,FavaBeans,0,0,Spring,1772,854089
SAIDA,FavaBeans,0,0,Winter,5977,582917
SAIDA,FavaBeans,0,0,Summer,2588,836856
SAIDA,Pigeonpeas,0,0,Fall,3379,386975
SAIDA,Pigeonpeas,0,0,Spring,3387,523668
SAIDA,Pigeonpeas,0,0,Winter,2315,445721
SAIDA,Pigeonpeas,0,0,Summer,1274,192177
SAIDA,Lentils,3664,229,Fall,5986,914747
SAIDA,Lentils,3664,229,Spring,2191,515968
SAIDA,Lentils,3664,229,Winter,2304,354015
SAIDA,Lentils,0,229,Summer,4304,797684
SKIKDA,FavaBeans,66000,5500,Fall,3433,947077
SKIKDA,FavaBeans,66000,5500,Spring,1059,386654
SKIKDA,FavaBeans,66000,5500,Winter,4089,134960
SKIKDA,FavaBeans,0,5500,Summer,4969,501502
SKIKDA,Pigeonpeas,48,4,Fall,4039,155
SKIKDA,Pigeonpeas,48,4,Spring,2704,576540
SKIKDA,Pigeonpeas,48,4,Winter,1622,880217
SKIKDA,Pigeonpeas,0,4,Summer,4377,460217
SKIKDA,Lentils,1142,92,Fall,3172,784007
SKIKDA,Lentils,1142,92,Spring,4941,810503
SKIKDA,Lentils,1142,92,Winter,5520,548571
SKIKDA,Lentils,0,92,Summer,5512,472704
SIDIBELABBES,FavaBeans,1710,190,Fall,2607,13556
SIDIBELABBES,FavaBeans,1710,190,Spring,1754,578030
SIDIBELABBES,FavaBeans,1710,190,Winter,5157,76751
SIDIBELABBES,FavaBeans,0,190,Summer,2351,445442
SIDIBELABBES,Pigeonpeas,2000,200,Fall,5023,349111
SIDIBELABBES,Pigeonpeas,2000,200,Spring,1933,433719
SIDIBELABBES,Pigeonpeas,2000,200,Winter,5075,867661
SIDIBELABBES,Pigeonpeas,0,200,Summer,1378,597921
SIDIBELABBES,Lentils,7520,940,Fall,3215,748236
SIDIBELABBES,Lentils,7520,940,Spring,5707,48430
SIDIBELABBES,Lentils,7520,940,Winter,5058,882844
SIDIBELABBES,Lentils,0,940,Summer,1527,384250
ANNABA,FavaBeans,12224,892,Fall,1267,605815
ANNABA,FavaBeans,12224,892,Spring,4832,636634
ANNABA,FavaBeans,12224,892,Winter,3917,635311
ANNABA,FavaBeans,0,892,Summer,4204,490552
ANNABA,Pigeonpeas,28,2,Fall,4758,956685
ANNABA,Pigeonpeas,28,2,Spring,3916,69473
ANNABA,Pigeonpeas,28,2,Winter,1820,205793
ANNABA,Pigeonpeas,0,2,Summer,3737,12190
ANNABA,Lentils,631,54,Fall,3083,139042
ANNABA,Lentils,631,54,Spring,2461,372298
ANNABA,Lentils,631,54,Winter,4130,582191
ANNABA,Lentils,0,54,Summer,4775,25990
GUELMA,FavaBeans,53920,3573,Fall,1710,791546
GUELMA,FavaBeans,53920,3573,Spring,5733,961018
GUELMA,FavaBeans,53920,3573,Winter,1480,905821
GUELMA,FavaBeans,0,3573,Summer,5785,699953
GUELMA,Pigeonpeas,235,19,Fall,2024,882324
GUELMA,Pigeonpeas,235,19,Spring,3824,802012
GUELMA,Pigeonpeas,235,19,Winter,1838,602981
GUELMA,Pigeonpeas,0,19,Summer,1644,288599
GUELMA,Lentils,19416,1290,Fall,5403,509599
GUELMA,Lentils,19416,1290,Spring,3381,949584
GUELMA,Lentils,19416,1290,Winter,3455,913390
GUELMA,Lentils,0,1290,Summer,2953,944350
CONSTANTINE,FavaBeans,45112,2502,Fall,1569,1487
CONSTANTINE,FavaBeans,45112,2502,Spring,3573,248124
CONSTANTINE,FavaBeans,45112,2502,Winter,4503,279153
CONSTANTINE,FavaBeans,0,2502,Summer,5372,505737
CONSTANTINE,Pigeonpeas,2240,120,Fall,1324,668988
CONSTANTINE,Pigeonpeas,2240,120,Spring,5665,528336
CONSTANTINE,Pigeonpeas,2240,120,Winter,2736,877120
CONSTANTINE,Pigeonpeas,0,120,Summer,1825,598938
CONSTANTINE,Lentils,28307,3051,Fall,1209,584358
CONSTANTINE,Lentils,28307,3051,Spring,2383,556400
CONSTANTINE,Lentils,28307,3051,Winter,3747,490053
CONSTANTINE,Lentils,0,3051,Summer,1455,715580
MEDEA,FavaBeans,20057,1457,Fall,5748,523534
MEDEA,FavaBeans,20057,1457,Spring,3275,646273
MEDEA,FavaBeans,20057,1457,Winter,5217,102192
MEDEA,FavaBeans,0,1457,Summer,1217,100337
MEDEA,Pigeonpeas,1704,168,Fall,3473,832313
MEDEA,Pigeonpeas,1704,168,Spring,5899,916902
MEDEA,Pigeonpeas,1704,168,Winter,1799,441868
MEDEA,Pigeonpeas,0,168,Summer,1126,819072
MEDEA,Lentils,1483,165,Fall,4325,231394
MEDEA,Lentils,1483,165,Spring,2597,151760
MEDEA,Lentils,1483,165,Winter,4055,192092
MEDEA,Lentils,0,165,Summer,4496,168804
MOSTAGANEM,FavaBeans,11409,937,Fall,4232,783934
MOSTAGANEM,FavaBeans,11409,937,Spring,2784,211490
MOSTAGANEM,FavaBeans,11409,937,Winter,5479,825580
MOSTAGANEM,FavaBeans,0,937,Summer,3916,341146
MOSTAGANEM,Pigeonpeas,5385,450,Fall,3276,831741
MOSTAGANEM,Pigeonpeas,5385,450,Spring,5839,271537
MOSTAGANEM,Pigeonpeas,5385,450,Winter,5105,822874
MOSTAGANEM,Pigeonpeas,0,450,Summer,2693,887456
MOSTAGANEM,Lentils,80,10,Fall,2219,922801
MOSTAGANEM,Lentils,80,10,Spring,2874,174093
MOSTAGANEM,Lentils,80,10,Winter,5641,589566
MOSTAGANEM,Lentils,0,10,Summer,5007,725174
MASCARA,FavaBeans,12980,1180,Fall,3696,542240
MASCARA,FavaBeans,12980,1180,Spring,5081,590720
MASCARA,FavaBeans,12980,1180,Winter,3256,854000
MASCARA,FavaBeans,0,1180,Summer,2938,753269
MASCARA,Pigeonpeas,16000,1600,Fall,2908,302788
MASCARA,Pigeonpeas,16000,1600,Spring,5581,131241
MASCARA,Pigeonpeas,16000,1600,Winter,1164,923120
MASCARA,Pigeonpeas,0,1600,Summer,4163,798116
MASCARA,Lentils,580,78,Fall,1343,170578
MASCARA,Lentils,580,78,Spring,3785,871127
MASCARA,Lentils,580,78,Winter,2597,831625
MASCARA,Lentils,0,78,Summer,3616,210413
OUARGLA,FavaBeans,0,0,Fall,3813,820215
OUARGLA,FavaBeans,0,0,Spring,3731,6834
OUARGLA,FavaBeans,0,0,Winter,5712,653271
OUARGLA,FavaBeans,0,0,Summer,3968,326352
OUARGLA,Pigeonpeas,0,0,Fall,1076,885276
OUARGLA,Pigeonpeas,0,0,Spring,3906,922932
OUARGLA,Pigeonpeas,0,0,Winter,4717,556240
OUARGLA,Pigeonpeas,0,0,Summer,2103,941270
OUARGLA,Lentils,0,0,Fall,5242,355862
OUARGLA,Lentils,0,0,Spring,4469,152802
OUARGLA,Lentils,0,0,Winter,4196,630957
OUARGLA,Lentils,0,0,Summer,5315,413377
ORAN,FavaBeans,168,12,Fall,3540,896717
ORAN,FavaBeans,168,12,Spring,4682,185046
ORAN,FavaBeans,168,12,Winter,1214,591891
ORAN,FavaBeans,0,12,Summer,3418,915261
ORAN,Pigeonpeas,60,6,Fall,5394,593836
ORAN,Pigeonpeas,60,6,Spring,5490,851290
ORAN,Pigeonpeas,60,6,Winter,4665,596055
ORAN,Pigeonpeas,0,6,Summer,2075,660648
ORAN,Lentils,80,30,Fall,1971,8332
ORAN,Lentils,80,30,Spring,1420,82664
ORAN,Lentils,80,30,Winter,3817,403752
ORAN,Lentils,0,30,Summer,1931,181344
ELBAYADH,FavaBeans,0,0,Fall,3697,379379
ELBAYADH,FavaBeans,0,0,Spring,4914,818465
ELBAYADH,FavaBeans,0,0,Winter,3785,788284
ELBAYADH,FavaBeans,0,0,Summer,5489,782658
ELBAYADH,Pigeonpeas,0,0,Fall,4522,771542
ELBAYADH,Pigeonpeas,0,0,Spring,5963,676336
ELBAYADH,Pigeonpeas,0,0,Winter,4033,721643
ELBAYADH,Pigeonpeas,0,0,Summer,2856,60285
ELBAYADH,Lentils,0,0,Fall,4634,77883
ELBAYADH,Lentils,0,0,Spring,1856,600776
ELBAYADH,Lentils,0,0,Winter,4215,977463
ELBAYADH,Lentils,0,0,Summer,5562,438271
ILLIZI,FavaBeans,0,0,Fall,3555,537673
ILLIZI,FavaBeans,0,0,Spring,3618,219552
ILLIZI,FavaBeans,0,0,Winter,1076,998648
ILLIZI,FavaBeans,0,0,Summer,1962,190000
ILLIZI,Pigeonpeas,0,0,Fall,3288,231543
ILLIZI,Pigeonpeas,0,0,Spring,1574,532927
ILLIZI,Pigeonpeas,0,0,Winter,2985,89988
ILLIZI,Pigeonpeas,0,0,Summer,4713,980378
ILLIZI,Lentils,0,0,Fall,3342,657445
ILLIZI,Lentils,0,0,Spring,4259,747006
ILLIZI,Lentils,0,0,Winter,5594,344691
ILLIZI,Lentils,0,0,Summer,5997,651183
BordjBouArreridj,FavaBeans,210,15,Fall,5617,62336
BordjBouArreridj,FavaBeans,210,15,Spring,1509,693538
BordjBouArreridj,FavaBeans,210,15,Winter,1273,903379
BordjBouArreridj,FavaBeans,0,15,Summer,2539,530766
BordjBouArreridj,Pigeonpeas,0,0,Fall,3411,398917
BordjBouArreridj,Pigeonpeas,0,0,Spring,5261,591334
BordjBouArreridj,Pigeonpeas,0,0,Winter,4047,175530
BordjBouArreridj,Pigeonpeas,0,0,Summer,4989,644441
BordjBouArreridj,Lentils,1860,155,Fall,3208,252064
BordjBouArreridj,Lentils,1860,155,Spring,1432,873585
BordjBouArreridj,Lentils,1860,155,Winter,4418,951857
BordjBouArreridj,Lentils,0,155,Summer,2050,153718
BOUMERDES,FavaBeans,4316,332,Fall,4478,591572
BOUMERDES,FavaBeans,4316,332,Spring,3297,931845
BOUMERDES,FavaBeans,4316,332,Winter,3768,986415
BOUMERDES,FavaBeans,0,332,Summer,3635,815613
BOUMERDES,Pigeonpeas,0,0,Fall,5982,494549
BOUMERDES,Pigeonpeas,0,0,Spring,2285,658802
BOUMERDES,Pigeonpeas,0,0,Winter,5929,150171
BOUMERDES,Pigeonpeas,0,0,Summer,4735,156175
BOUMERDES,Lentils,0,0,Fall,4226,463001
BOUMERDES,Lentils,0,0,Spring,1692,646257
BOUMERDES,Lentils,0,0,Winter,3280,300130
BOUMERDES,Lentils,0,0,Summer,2719,981361
ELTARF,FavaBeans,5250,436,Fall,3313,418133
ELTARF,FavaBeans,5250,436,Spring,1886,979541
ELTARF,FavaBeans,5250,436,Winter,5420,114179
ELTARF,FavaBeans,0,436,Summer,5161,422927
ELTARF,Pigeonpeas,0,0,Fall,1514,547516
ELTARF,Pigeonpeas,0,0,Spring,1846,826372
ELTARF,Pigeonpeas,0,0,Winter,2666,271788
ELTARF,Pigeonpeas,0,0,Summer,4975,483454
ELTARF,Lentils,30,10,Fall,1081,533312
ELTARF,Lentils,30,10,Spring,5161,858617
ELTARF,Lentils,30,10,Winter,4691,699536
ELTARF,Lentils,0,10,Summer,4267,979625
TINDOUF,FavaBeans,0,0,Fall,3366,746708
TINDOUF,FavaBeans,0,0,Spring,5517,785411
TINDOUF,FavaBeans,0,0,Winter,1516,68541
TINDOUF,FavaBeans,0,0,Summer,5471,85101
TINDOUF,Pigeonpeas,0,0,Fall,3080,63033
TINDOUF,Pigeonpeas,0,0,Spring,5565,862335
TINDOUF,Pigeonpeas,0,0,Winter,3602,595157
TINDOUF,Pigeonpeas,0,0,Summer,4031,461848
TINDOUF,Lentils,0,0,Fall,3203,768357
TINDOUF,Lentils,0,0,Spring,3556,247338
TINDOUF,Lentils,0,0,Winter,2677,346527
TINDOUF,Lentils,0,0,Summer,2695,778041
TISSEMSILT,FavaBeans,12036,1315,Fall,5624,901980
TISSEMSILT,FavaBeans,12036,1315,Spring,5902,620898
TISSEMSILT,FavaBeans,12036,1315,Winter,2314,447003
TISSEMSILT,FavaBeans,0,1315,Summer,5060,394516
TISSEMSILT,Pigeonpeas,463,64,Fall,5631,566082
TISSEMSILT,Pigeonpeas,463,64,Spring,4878,219517
TISSEMSILT,Pigeonpeas,463,64,Winter,1077,921272
TISSEMSILT,Pigeonpeas,0,64,Summer,1305,687706
TISSEMSILT,Lentils,9491,1380,Fall,4961,908159
TISSEMSILT,Lentils,9491,1380,Spring,4207,214327
TISSEMSILT,Lentils,9491,1380,Winter,4137,744096
TISSEMSILT,Lentils,0,1380,Summer,5869,397350
ELOUED,FavaBeans,0,0,Fall,5549,884542
ELOUED,FavaBeans,0,0,Spring,4789,799663
ELOUED,FavaBeans,0,0,Winter,5665,37208
ELOUED,FavaBeans,0,0,Summer,1806,949145
ELOUED,Pigeonpeas,0,0,Fall,5676,22205
ELOUED,Pigeonpeas,0,0,Spring,3307,27605
ELOUED,Pigeonpeas,0,0,Winter,1440,744171
ELOUED,Pigeonpeas,0,0,Summer,4585,219824
ELOUED,Lentils,0,0,Fall,5341,911063
ELOUED,Lentils,0,0,Spring,1454,475349
ELOUED,Lentils,0,0,Winter,4421,111610
ELOUED,Lentils,0,0,Summer,2445,228050
KHENCHELA,FavaBeans,0,0,Fall,3948,671029
KHENCHELA,FavaBeans,0,0,Spring,4190,960324
KHENCHELA,FavaBeans,0,0,Winter,2959,915889
KHENCHELA,FavaBeans,0,0,Summer,5854,514523
KHENCHELA,Pigeonpeas,0,0,Fall,5293,514719
KHENCHELA,Pigeonpeas,0,0,Spring,1552,504301
KHENCHELA,Pigeonpeas,0,0,Winter,1993,551779
KHENCHELA,Pigeonpeas,0,0,Summer,2435,708414
KHENCHELA,Lentils,0,0,Fall,5154,666246
KHENCHELA,Lentils,0,0,Spring,3006,680320
KHENCHELA,Lentils,0,0,Winter,1536,959395
KHENCHELA,Lentils,0,0,Summer,4559,396014
SOUKAHRAS,FavaBeans,969,140,Fall,2534,646306
SOUKAHRAS,FavaBeans,969,140,Spring,1995,965178
SOUKAHRAS,FavaBeans,969,140,Winter,4740,491349
SOUKAHRAS,FavaBeans,0,140,Summer,4086,43130
SOUKAHRAS,Pigeonpeas,0,0,Fall,1541,950039
SOUKAHRAS,Pigeonpeas,0,0,Spring,4759,677205
SOUKAHRAS,Pigeonpeas,0,0,Winter,5493,338347
SOUKAHRAS,Pigeonpeas,0,0,Summer,2921,191189
SOUKAHRAS,Lentils,33342,3479,Fall,2615,834095
SOUKAHRAS,Lentils,33342,3479,Spring,2423,395975
SOUKAHRAS,Lentils,33342,3479,Winter,5447,412666
SOUKAHRAS,Lentils,0,3479,Summer,5980,54552
TIPAZA,FavaBeans,12240,408,Fall,1337,620522
TIPAZA,FavaBeans,12240,408,Spring,4011,776680
TIPAZA,FavaBeans,12240,408,Winter,4913,965332
TIPAZA,FavaBeans,0,408,Summer,3384,265347
TIPAZA,Pigeonpeas,255,16,Fall,3118,470403
TIPAZA,Pigeonpeas,255,16,Spring,5312,822125
TIPAZA,Pigeonpeas,255,16,Winter,2794,579624
TIPAZA,Pigeonpeas,0,16,Summer,3050,28110
TIPAZA,Lentils,1241,86,Fall,1220,79857
TIPAZA,Lentils,1241,86,Spring,3463,712933
TIPAZA,Lentils,1241,86,Winter,5398,511718
TIPAZA,Lentils,0,86,Summer,3533,473375
MILA,FavaBeans,14053,962,Fall,1497,906055
MILA,FavaBeans,14053,962,Spring,2177,337230
MILA,FavaBeans,14053,962,Winter,1972,25893
MILA,FavaBeans,0,962,Summer,3312,489900
MILA,Pigeonpeas,170,13,Fall,5751,118761
MILA,Pigeonpeas,170,13,Spring,4932,123781
MILA,Pigeonpeas,170,13,Winter,2846,775149
MILA,Pigeonpeas,0,13,Summer,3985,957577
MILA,Lentils,32400,2600,Fall,1294,512785
MILA,Lentils,32400,2600,Spring,1667,902335
MILA,Lentils,32400,2600,Winter,1321,320735
MILA,Lentils,0,2600,Summer,4475,275355
AINDEFLA,FavaBeans,42681,2718,Fall,4599,840559
AINDEFLA,FavaBeans,42681,2718,Spring,5338,676695
AINDEFLA,FavaBeans,42681,2718,Winter,4675,925628
AINDEFLA,FavaBeans,0,2718,Summer,2270,430084
AINDEFLA,Pigeonpeas,7059,484,Fall,2392,35600
AINDEFLA,Pigeonpeas,7059,484,Spring,5909,850614
AINDEFLA,Pigeonpeas,7059,484,Winter,3886,742644
AINDEFLA,Pigeonpeas,0,484,Summer,3318,232948
AINDEFLA,Lentils,1416,135,Fall,4950,839695
AINDEFLA,Lentils,1416,135,Spring,2936,977655
AINDEFLA,Lentils,1416,135,Winter,5994,749678
AINDEFLA,Lentils,0,135,Summer,3729,26659
NAAMA,FavaBeans,0,0,Fall,3076,462735
NAAMA,FavaBeans,0,0,Spring,4737,85424
NAAMA,FavaBeans,0,0,Winter,2615,776707
NAAMA,FavaBeans,0,0,Summer,5215,41936
NAAMA,Pigeonpeas,0,0,Fall,3431,107492
NAAMA,Pigeonpeas,0,0,Spring,1505,84705
NAAMA,Pigeonpeas,0,0,Winter,1833,189955
NAAMA,Pigeonpeas,0,0,Summer,1489,757225
NAAMA,Lentils,0,0,Fall,3811,327046
NAAMA,Lentils,0,0,Spring,2910,144377
NAAMA,Lentils,0,0,Winter,4797,886963
NAAMA,Lentils,0,0,Summer,2410,626387
AINTEMOUCHENT,FavaBeans,15600,2206,Fall,1211,15026
AINTEMOUCHENT,FavaBeans,15600,2206,Spring,4155,949813
AINTEMOUCHENT,FavaBeans,15600,2206,Winter,2415,220733
AINTEMOUCHENT,FavaBeans,0,2206,Summer,2638,906037
AINTEMOUCHENT,Pigeonpeas,3920,697,Fall,2673,13367
AINTEMOUCHENT,Pigeonpeas,3920,697,Spring,5861,607424
AINTEMOUCHENT,Pigeonpeas,3920,697,Winter,4903,476186
AINTEMOUCHENT,Pigeonpeas,0,697,Summer,1796,462010
AINTEMOUCHENT,Lentils,1590,195,Fall,3827,605692
AINTEMOUCHENT,Lentils,1590,195,Spring,3011,500086
AINTEMOUCHENT,Lentils,1590,195,Winter,5945,823889
AINTEMOUCHENT,Lentils,0,195,Summer,4118,648852
GHARDAIA,FavaBeans,0,0,Fall,4399,737975
GHARDAIA,FavaBeans,0,0,Spring,5622,484518
GHARDAIA,FavaBeans,0,0,Winter,4344,110325
GHARDAIA,FavaBeans,0,0,Summer,1728,379915
GHARDAIA,Pigeonpeas,0,0,Fall,1870,974048
GHARDAIA,Pigeonpeas,0,0,Spring,4569,227148
GHARDAIA,Pigeonpeas,0,0,Winter,4996,65324
GHARDAIA,Pigeonpeas,0,0,Summer,2426,638433
GHARDAIA,Lentils,0,0,Fall,2902,838424
GHARDAIA,Lentils,0,0,Spring,1722,477938
GHARDAIA,Lentils,0,0,Winter,3202,528546
GHARDAIA,Lentils,0,0,Summer,4713,317562
RELIZANE,FavaBeans,16932,1904,Fall,5110,211713
RELIZANE,FavaBeans,16932,1904,Spring,5793,832999
RELIZANE,FavaBeans,16932,1904,Winter,4023,880108
RELIZANE,FavaBeans,0,1904,Summer,5247,554289
RELIZANE,Pigeonpeas,5839,889,Fall,4949,429551
RELIZANE,Pigeonpeas,5839,889,Spring,2077,130833
RELIZANE,Pigeonpeas,5839,889,Winter,3623,500321
RELIZANE,Pigeonpeas,0,889,Summer,2179,360937
RELIZANE,Lentils,34788,4142,Fall,2870,112443
RELIZANE,Lentils,34788,4142,Spring,1846,936884
RELIZANE,Lentils,34788,4142,Winter,5086,27681
RELIZANE,Lentils,0,4142,Summer,1143,854786
ADRAR,Potatoes,71018,411,Spring,3086,889640
ADRAR,Potatoes,71018,411,Winter,2112,407913
ADRAR,Potatoes,0,411,Summer,3719,164860
ADRAR,Potatoes,0,411,Fall,5473,706371
ADRAR,Tomatoes,196866,913,Spring,4329,168624
ADRAR,Tomatoes,196866,913,Winter,2217,74137
ADRAR,Tomatoes,0,913,Summer,4676,770462
ADRAR,Tomatoes,0,913,Fall,5214,274601
ADRAR,GreenPepper,1455,5,Summer,2264,325822
ADRAR,GreenPepper,1455,5,Fall,1653,521235
ADRAR,GreenPepper,1455,5,Spring,3681,422252
ADRAR,GreenPepper,0,5,Winter,5795,990188
BEJAIA,Potatoes,5970,30,Spring,4971,33590
BEJAIA,Potatoes,5970,30,Winter,5179,91227
BEJAIA,Potatoes,0,30,Summer,4047,753724
BEJAIA,Potatoes,0,30,Fall,4578,915383
BEJAIA,Tomatoes,6525,9,Spring,4710,264077
BEJAIA,Tomatoes,6525,9,Winter,3717,801250
BEJAIA,Tomatoes,0,9,Summer,4915,557145
BEJAIA,Tomatoes,0,9,Fall,3102,948662
BEJAIA,GreenPepper,2032,8,Summer,2008,808714
BEJAIA,GreenPepper,2032,8,Fall,3493,916163
BEJAIA,GreenPepper,2032,8,Spring,4530,144500
BEJAIA,GreenPepper,0,8,Winter,4355,593234
BISKRA,Potatoes,0,0,Spring,1381,360746
BISKRA,Potatoes,0,0,Winter,5732,202840
BISKRA,Potatoes,0,0,Summer,2953,732608
BISKRA,Potatoes,0,0,Fall,2523,642199
BISKRA,Tomatoes,3664280,2505,Spring,5054,780399
BISKRA,Tomatoes,3664280,2505,Winter,3893,651383
BISKRA,Tomatoes,0,2505,Summer,4677,758398
BISKRA,Tomatoes,0,2505,Fall,4331,393630
BISKRA,GreenPepper,839600,1120,Summer,1279,971775
BISKRA,GreenPepper,839600,1120,Fall,4057,910199
BISKRA,GreenPepper,839600,1120,Spring,3410,19436
BISKRA,GreenPepper,0,1120,Winter,4621,98336
BECHAR,Potatoes,0,0,Spring,5932,637469
BECHAR,Potatoes,0,0,Winter,3287,220470
BECHAR,Potatoes,0,0,Summer,5450,52015
BECHAR,Potatoes,0,0,Fall,5293,219250
BECHAR,Tomatoes,0,0,Spring,3409,518060
BECHAR,Tomatoes,0,0,Winter,1810,338069
BECHAR,Tomatoes,0,0,Summer,2421,728090
BECHAR,Tomatoes,0,0,Fall,4385,763334
BECHAR,GreenPepper,0,0,Summer,5112,595040
BECHAR,GreenPepper,0,0,Fall,4897,128189
BECHAR,GreenPepper,0,0,Spring,2174,287657
BECHAR,GreenPepper,0,0,Winter,3858,394386
BLIDA,Potatoes,0,0,Spring,2764,30580
BLIDA,Potatoes,0,0,Winter,4678,939277
BLIDA,Potatoes,0,0,Summer,5300,24729
BLIDA,Potatoes,0,0,Fall,2494,559971
BLIDA,Tomatoes,0,0,Spring,4929,335294
BLIDA,Tomatoes,0,0,Winter,3419,109927
BLIDA,Tomatoes,0,0,Summer,1381,779910
BLIDA,Tomatoes,0,0,Fall,1482,446925
BLIDA,GreenPepper,0,0,Summer,1046,118539
BLIDA,GreenPepper,0,0,Fall,2452,632151
BLIDA,GreenPepper,0,0,Spring,2427,247296
BLIDA,GreenPepper,0,0,Winter,2945,679296
BOUIRA,Potatoes,0,0,Spring,4339,21299
BOUIRA,Potatoes,0,0,Winter,4924,44326
BOUIRA,Potatoes,0,0,Summer,4682,970390
BOUIRA,Potatoes,0,0,Fall,5159,570033
BOUIRA,Tomatoes,0,0,Spring,5088,788717
BOUIRA,Tomatoes,0,0,Winter,2001,303598
BOUIRA,Tomatoes,0,0,Summer,5839,507124
BOUIRA,Tomatoes,0,0,Fall,2801,421682
BOUIRA,GreenPepper,0,0,Summer,4269,520616
BOUIRA,GreenPepper,0,0,Fall,4357,881881
BOUIRA,GreenPepper,0,0,Spring,3964,208044
BOUIRA,GreenPepper,0,0,Winter,1138,247020
TAMANRASSET,Potatoes,0,0,Spring,3855,305236
TAMANRASSET,Potatoes,0,0,Winter,2245,609050
TAMANRASSET,Potatoes,0,0,Summer,3187,463026
TAMANRASSET,Potatoes,0,0,Fall,1626,964821
TAMANRASSET,Tomatoes,18925,133,Spring,4667,561877
TAMANRASSET,Tomatoes,18925,133,Winter,4263,558331
TAMANRASSET,Tomatoes,0,133,Summer,2145,11409
TAMANRASSET,Tomatoes,0,133,Fall,1605,523339
TAMANRASSET,GreenPepper,0,0,Summer,5947,815000
TAMANRASSET,GreenPepper,0,0,Fall,2979,44476
TAMANRASSET,GreenPepper,0,0,Spring,4155,822116
TAMANRASSET,GreenPepper,0,0,Winter,3907,117877
TEBESSA,Potatoes,0,0,Spring,1977,250475
TEBESSA,Potatoes,0,0,Winter,4164,688659
TEBESSA,Potatoes,0,0,Summer,1416,830487
TEBESSA,Potatoes,0,0,Fall,2465,217085
TEBESSA,Tomatoes,0,0,Spring,5989,134003
TEBESSA,Tomatoes,0,0,Winter,2023,817782
TEBESSA,Tomatoes,0,0,Summer,2136,599183
TEBESSA,Tomatoes,0,0,Fall,4110,702584
TEBESSA,GreenPepper,0,0,Summer,4141,651650
TEBESSA,GreenPepper,0,0,Fall,3862,426783
TEBESSA,GreenPepper,0,0,Spring,3778,620542
TEBESSA,GreenPepper,0,0,Winter,4115,784592
TLEMCEN,Potatoes,22100,85,Spring,3233,997819
TLEMCEN,Potatoes,22100,85,Winter,1468,20863
TLEMCEN,Potatoes,0,85,Summer,1949,621555
TLEMCEN,Potatoes,0,85,Fall,1073,452153
TLEMCEN,Tomatoes,12500,50,Spring,3178,954909
TLEMCEN,Tomatoes,12500,50,Winter,5397,975043
TLEMCEN,Tomatoes,0,50,Summer,2133,560717
TLEMCEN,Tomatoes,0,50,Fall,2792,572442
TLEMCEN,GreenPepper,0,0,Summer,5743,192371
TLEMCEN,GreenPepper,0,0,Fall,1769,890725
TLEMCEN,GreenPepper,0,0,Spring,2935,505495
TLEMCEN,GreenPepper,0,0,Winter,4585,797954
TIARET,Potatoes,0,0,Spring,2809,558188
TIARET,Potatoes,0,0,Winter,2802,132731
TIARET,Potatoes,0,0,Summer,3304,194960
TIARET,Potatoes,0,0,Fall,4929,667451
TIARET,Tomatoes,0,0,Spring,2787,520762
TIARET,Tomatoes,0,0,Winter,3055,935351
TIARET,Tomatoes,0,0,Summer,3790,144809
TIARET,Tomatoes,0,0,Fall,3738,202038
TIARET,GreenPepper,0,0,Summer,4348,338733
TIARET,GreenPepper,0,0,Fall,2607,772527
TIARET,GreenPepper,0,0,Spring,1543,883826
TIARET,GreenPepper,0,0,Winter,2931,937715
TIZIOUZOU,Potatoes,21115,95,Spring,1857,748596
TIZIOUZOU,Potatoes,21115,95,Winter,2469,499627
TIZIOUZOU,Potatoes,0,95,Summer,2809,108398
TIZIOUZOU,Potatoes,0,95,Fall,5153,911413
TIZIOUZOU,Tomatoes,0,4,Spring,5694,957659
TIZIOUZOU,Tomatoes,0,4,Winter,1048,81666
TIZIOUZOU,Tomatoes,0,4,Summer,5376,670917
TIZIOUZOU,Tomatoes,0,4,Fall,5347,999859
TIZIOUZOU,GreenPepper,0,1,Summer,3695,277934
TIZIOUZOU,GreenPepper,0,1,Fall,2199,257371
TIZIOUZOU,GreenPepper,0,1,Spring,4025,454927
TIZIOUZOU,GreenPepper,0,1,Winter,5715,372965
ALGIERS,Potatoes,101920,330,Spring,4575,836854
ALGIERS,Potatoes,101920,330,Winter,5038,742493
ALGIERS,Potatoes,0,330,Summer,2960,795085
ALGIERS,Potatoes,0,330,Fall,1183,348925
ALGIERS,Tomatoes,86100,132,Spring,2306,418056
ALGIERS,Tomatoes,86100,132,Winter,4262,948233
ALGIERS,Tomatoes,0,132,Summer,1832,510466
ALGIERS,Tomatoes,0,132,Fall,4226,830037
ALGIERS,GreenPepper,20600,64,Summer,5030,75657
ALGIERS,GreenPepper,20600,64,Fall,4875,824914
